city,community,classification,handle,audience,audience_source,last_active,last_active_date,confidence,evidence_url,reason,collabs
Paris,Cookie Run Club,local-community,@cookierunclub,855 IG followers,IG @cookierunclub,two Saturdays/month,2026,Med,https://pariswellnessreview.com/2025/05/11/run-and-connect-community-driven-run-clubs-in-paris/,"Paris cookie-tasting run club, two Saturday mornings per month visiting the city's best cookie shops; PWR-listed",rotating Paris cookie shops/bakeries
Paris,All for Gang,local-community,Strava/IG All for Gang,"n/f (Strava/IG community, headcount not public)",Paris Wellness Review,weekly (Wed yoga / Sun run),2026,Low,https://pariswellnessreview.com/2025/05/11/run-and-connect-community-driven-run-clubs-in-paris/,"Paris community combining running + yoga: Wed 19:00 vinyasa yoga, Sun 10:00 8km social run; sign-up via Strava/IG",n/f
Paris,Culture Run,local-community,@culturerun.club,"n/f (IG community, headcount not public)",Paris Wellness Review + IG @culturerun.club,themed runs,2026,Low,https://pariswellnessreview.com/2025/05/11/run-and-connect-community-driven-run-clubs-in-paris/,Paris run club (launched 2025) placing culture/architecture/urban history at the heart of themed neighbourhood runs; sign up via Strava/IG,n/f
Paris,Run Art Paris,local-community,Run Art Paris (via @studiolaurencecordellier),"n/f (small welcoming groups, headcount not public)",Paris Wellness Review,monthly Saturday runs,2026,Low,https://pariswellnessreview.com/2025/05/11/run-and-connect-community-driven-run-clubs-in-paris/,"Street-art-themed Paris run (6-7km, Saturdays 9:30 monthly) exploring the city's street art in small groups; sign up by DM/Google form",@studiolaurencecordellier
Paris,Pattes Pressees Running Club (PPRC),local-community,PPRC (IG),"n/f (IG community, headcount not public)",Paris Wellness Review,social runs (varying),2026,Low,https://pariswellnessreview.com/2025/05/11/run-and-connect-community-driven-run-clubs-in-paris/,Paris cheese-tasting run club uniting a social run with cheese tasting; locations/times on IG; PWR-listed,cheese/fromagerie partners
Lisbon,Rookie Run Club Lisbon,local-community,@rookierunclub_pt,"16,915 IG followers",Instagram (ig_fresh),IG post,2026-08-04,High,https://www.instagram.com/rookierunclub_pt/,"Social run club hosting weekly dated runs (Sat 9h Praia de Sao Bruno); IG active <60d, bio confirms Lisbon.",Oakberry + Marquise (treat sponsors)
Lisbon,Lisbon Running Community (LXRC),local-community,@lisbonrunningcommunity,"8,568 IG followers",Instagram (ig_fresh),IG post,2026-08-17,High,https://www.instagram.com/lisbonrunningcommunity/,"Volunteer-led club with 3 weekly dated runs + monthly community events; IG active 1d ago, Lisbon in bio.",
Lisbon,Nonstop Cycling Club (NSCC),local-community,@nscc.lisbon,972 Strava club members,Strava club,Strava upcoming club event,2026-08-18,Med,https://www.strava.com/clubs/nscc-nonstop-cycling-club-955153,"Lisbon cycling club with live Strava club (972 members) showing an upcoming club ride; IG stale (Mar 2025) so audience taken from Strava, not the 4,465 IG count.","Grupeto Bike Shop Cafe, Siroko, Darevie, Revoray, Pamera (discount partners)"
Lisbon,Lisbon Digital Nomads,local-community,meetup.com/lisbon-digital-nomads,"25,593 Meetup members",Meetup,Meetup event,2026-08-20,High,https://www.meetup.com/lisbon-digital-nomads/,"Largest Lisbon nomad community, weekly Thursday dated events since 2017 (rooftop socials Aug 20/27), organizer Ash.","Wine Hunters, JAM Hotel Cabana, Hyatt Regency (venue partners); open sponsorship form"
Lisbon,OneThousandClub (OTC) Lisbon,local-community,luma.com/onethousandclub_lisbon,"760 FB followers (~1,000 member cap)",Facebook / Luma,Luma event,2026-08-20,High,https://luma.com/onethousandclub_lisbon,"Curated social club with multiple dated Luma dinners (Aug 20/27, Sep 25), host Mel Miles matches lead.","Musique de Lune (record label); Hot Cold Club, YARD (venues)"
Lisbon,The Offline Club Lisbon,local-community,luma.com/theofflineclublisbon,50 Meetup members,Meetup,Luma event,2026-09-23,High,https://luma.com/theofflineclublisbon,"Phone-free wellness/social chapter with dated Luma events (Offline Trivia Night Sep 23), hosts Lilly & Joelle match leads.","ABSENT, Casa Casa Cafe, Outsite (venues)"
Lisbon,Lisbon GenAI Community,local-community,meetup.com/lisbon-genai-community,"1,305 Meetup members",Meetup,Meetup event,2026-07-02,High,https://www.meetup.com/lisbon-genai-community/,"Active AI meetup, last event Jul 2 2026 (71 attendees), 17 past events, organizer Fabio Sampaio.",Google / GDG + synvert xgeeks (sponsors)
Lisbon,GDG Lisbon (Google Developer Group Lisboa),local-community,meetup.com/gdglisbon,"2,704 Meetup members",Meetup,Meetup event,2026-08-27,High,https://www.meetup.com/gdglisbon/,Active dev community with upcoming dated event Aug 27 2026 (AI on Android); input's Mar-19 date was stale but group is live.,"Critical Software, Devoteam (hosts) + Google"
Lisbon,Fable Lisbon,local-community,@fablelisbon,"10,813 IG followers",Instagram (ig_fresh),IG post,2026-08-18,High,https://www.meetup.com/fable-lisbon-bookshop-cafe-events-workshops/,"English bookshop-cafe running dated creative events (Writer's Hour, Open Mic); IG active today + Meetup 2nd source (1,564 members).",
Lisbon,Lisbon Fiction & Non-Fiction Book Club,local-community,meetup.com/lisbon-fiction-non-fiction-in-person-book-club,"1,758 Meetup members",Meetup,Meetup event,2026-08-22,High,https://www.meetup.com/lisbon-fiction-non-fiction-in-person-book-club/,"In-person monthly book club with dated events (Aug 22 2026, monthly cadence), organizer Maggie.",Saldanha Residences (venue)
Lisbon,Lisbon AI & Innovation,local-community,meetup.com/lisbon-ai-innovation,144 Meetup members,Meetup,Meetup event,2026-07-30,Med,https://www.meetup.com/lisbon-ai-innovation/,"Small but active local AI meetup, last dated event Jul 30 2026 (41 attendees) at Nimbler Lisbon.",EPAM Portugal (organizer affiliation)
Lisbon,The Lisbon Expat Meetup Group,local-community,meetup.com/lisbon-expats,"4,864 Meetup members",Meetup,Meetup event,2026-09-18,High,https://www.meetup.com/lisbon-expats/,Expat/local social community (230+ past events) with upcoming dated event Sep 18 2026. Sourced as replacement.,
Lisbon,Lisbon Community Connections Group,local-community,meetup.com/lisboncommunityconnectionsgroup,"4,469 Meetup members",Meetup,Meetup event,2026-06-30,High,https://www.meetup.com/lisboncommunityconnectionsgroup/,"Monthly (last-Tuesday) integration gatherings, last event Jun 30 2026, 131 past events, organizer Richard Lucas. Replacement.",Lisbon Coworking Friends (partner)
Lisbon,International Friends Lisbon,local-community,meetup.com/international-friends-lisbon,"14,028 Meetup members",Meetup,Meetup event,2026-08-21,High,https://www.meetup.com/international-friends-lisbon/,"One of Lisbon's largest international social communities, multiple weekly dated events (Aug 21/22/23/25), organizer Alfie. Replacement.",-Portugal Social Events- (organizer)
Lisbon,Lisbon Comedy: Standup Comedy in English,local-community,meetup.com/lisboncomedy,"15,522 Meetup members",Meetup,Meetup event,2026-08-21,High,https://www.meetup.com/lisboncomedy/,"Longest-running English comedy community, 54 upcoming dated shows (Aug 18-21 2026), 1,692 past events. Replacement.","Selva Comedy Cafe, Xafarix Bar (venues)"
Lisbon,Game Night in Lisbon,local-community,meetup.com/lisbon-board-games-quiz-night-thewhiskcafe,"5,001 Meetup members",Meetup,Meetup event,2026-08-18,High,https://www.meetup.com/lisbon-board-games-quiz-night-thewhiskcafe/,"Board-game social community, 21 upcoming dated events (Aug 18-Sep 1 2026), organizer Terra. Replacement.","Amelia Cafe, Quiosque Lisboa (venues)"
Lisbon,Walking in Lisbon,local-community,meetup.com/walking-in-lisbon,"1,124 Meetup members",Meetup,Meetup event,2026-08-24,Med,https://www.meetup.com/walking-in-lisbon/,"Twice-weekly (Mon/Fri) morning-walk community, 341 past events + upcoming Aug 24/31 2026, organizer Kelly. Replacement.",
Lisbon,Digital Marketing Tribe (DMK Tribe),local-community,meetup.com/digitalmarketingtribe,"8,151 Meetup members",Meetup,Meetup event,2026-08-19,High,https://www.meetup.com/digitalmarketingtribe/,"Marketing/creator community (Lisbon-HQ, multi-city) with recurring dated Lisbon events (Aug 19, Sep 2 2026), organizer Jhamile Abuabara. Replacement.",LACS (coworking venue)
Lisbon,Lisboa Photo Community (LxPC),local-community,meetup.com/lisbon-photo-community-group,"1,209 Meetup members",Meetup,Meetup event,2026-08-22,High,https://www.meetup.com/lisbon-photo-community-group/,"Photowalk community, 85 past events + upcoming dated photowalk Aug 22 2026, organizer Dan. Replacement.",Lisbon Street Photo Fest (tie-in)
Lisbon,Sports & Social Lisbon,local-community,meetup.com/sports-social-lisbon,"4,037 Meetup members",Meetup,Meetup event,2026-08-19,High,https://www.meetup.com/sports-social-lisbon/,"Multi-sport social community (volleyball, cycling, etc.), 514 past events + weekly dated events (Aug 19 2026), organizer Dom. Replacement.",sportlisbon.club
Amsterdam,Patta Running Team,local-community,@pattarunningteam,"~per-run local crew; global IG 23,264 (global brand, not local count)","Local: pattarunningteam.amsterdam + runningclubsamsterdam.nl (weekly Amsterdam runs, trainmore Singel 250). IG follower count is the GLOBAL Patta brand.",IG,2026-08-16,Med,https://www.runningclubsamsterdam.nl/clubs/patta-running-team,"Global streetwear-born brand but with a real, still-running Amsterdam home chapter (weekly Mon/Tue/Sun runs in the city centre); do not attribute the 23k global IG to the local crew.",Nike (Patta Running Team collection / Patta Academy)
Amsterdam,Midnight Runners Amsterdam,local-community,,"Local Amsterdam chapter (per-run crew, tens per session); events via Heylo",runningclubsamsterdam.nl + midnightrunners.com/cities/amsterdam + Heylo group (local chapter),web/Heylo,2026-08,Med,https://www.midnightrunners.com/cities/amsterdam,"Active local Amsterdam chapter of the volunteer-led global Midnight Runners; runs organised weekly via Heylo. No verified local IG handle so count left qualitative (global @midnightrunners count would be brand, not local).",Mizuno (global official sponsor)
Amsterdam,Sunday Run Club,local-community,@sun.dayrunclub,"29,341 IG followers",IG @sun.dayrunclub (ig_fresh.csv),IG,2026-07-31,High,https://findarunclub.app/clubs/amsterdam/sunday-run-club,"Amsterdam-based social run club (Vondelpark; Sunday social + Tuesday intervals + Saturday beginners), active IG + Strava, second-sourced via findarunclub/Strava.",PerfectTed + La Place
Amsterdam,Running Late Club,local-community,@runninglateclub.ams,"~2,527 IG followers (migrating from old @runninglateclub_ams)","IG (old @runninglateclub_ams 2,527 followers, bio points to new @runninglateclub.ams) + Strava club runninglateclubams",IG/web,2026-07-12,Med,https://thehoxton.com/amsterdam/herengracht/whats-on/the-hoxton-x-running-late-clubweekly-run/,Active Amsterdam run club (weekly Monday runs w/ The Hoxton at Sportpark De Schinkel; Strava). HANDLE CORRECTED: old @runninglateclub_ams bio explicitly redirects to new account @runninglateclub.ams.,"The Hoxton (hotel, weekly partner)"
Amsterdam,Cycle Capital Cycling Club,local-community,@cycle_capital,"2,274 IG followers",IG @cycle_capital (ig_fresh.csv); second source Strava club 297710 + Meetup 'Amsterdam Social Rides',IG,2026-07-09,High,https://www.meetup.com/amsterdam-social-rides/,"Amsterdam cycling club with monthly free Social Rides (last Sunday), verified across IG + Strava + Meetup.",CIOVITA (clothing sponsor)
Amsterdam,Kaptein Cycling Club (KCC),local-community,@kaptein_cycling_club,"1,908 IG followers; 300+ members",IG @kaptein_cycling_club (ig_fresh.csv) + KNWU club registration + kapteincyclingclub.com,IG,2026-08-16,High,https://www.knwu.nl/clubs/kaptein-cycling-club,"Amsterdam cycling community, KNWU-registered, weekly Wed/Thu/Sun rides + clinics; IG active this week, 300+ members.","Kaptein Tweewielers, Sockeloen, Brouwerij De Eeuwige Jeugd"
Amsterdam,Rapha Cycling Club Amsterdam,local-community,,"~2,837 Strava members (Amsterdam chapter)",Strava (Rapha CC Amsterdam) + Rapha Amsterdam clubhouse programme (Wolvenstraat 10),web,2026-08,Med,https://content.rapha.cc/row/en/clubhouses/amsterdam,Amsterdam chapter of RCC with a physical clubhouse (Wolvenstraat 10) running weekly no-drop Sunday clubhouse rides + workshops; brand-owned but genuine local ride programme.,"Rapha (brand-owned clubhouse, Wolvenstraat 10)"
Amsterdam,AI Tinkerers Amsterdam,local-community,,~80-130 per local demo night (screened builders); next event 38+ attending,"amsterdam.aitinkerers.org (local chapter page; per-event attendance). The 123k+ figure is the GLOBAL 252-city network, not local.",Luma/web,2026-09-03,High,https://amsterdam.aitinkerers.org/,"Active local Amsterdam builder chapter: 7+ recent in-person demo nights, next Sep 3 2026, rotating corporate sponsors. Local per-event count used, not the global network figure.","Gradium + ML6 (Sep); prior Cloudflare, Auth0, MotherDuck, Google Cloud"
Amsterdam,Product Meetup Amsterdam,local-community,,"1,344 members",Meetup (product-meetup-amsterdam),Meetup,2026-07-27,High,https://www.meetup.com/product-meetup-amsterdam/,"Local Amsterdam product-manager meetup, last event PM AI Toolkit @ Silverflow 27 Jul 2026 (51 attendees), host-venue rotation.","Silverflow (host); prior Amplitude, Adyen, Fairphone"
Amsterdam,Amsterdam AI Developers Group (AICamp),local-community,,"2,651 members",Meetup (amsterdam-ai-developers-group),Meetup,2026-09-02,Med,https://www.meetup.com/amsterdam-ai-developers-group/,"Local Amsterdam AICamp chapter, 2,651 members, upcoming events Sep 2/22 — but recent programming has shifted mostly to virtual/global AICamp webinars; local in-person cadence weaker.",Google Cloud (co-host); prior ML6
Amsterdam,Ethereum DEV NL (#ETHDEVNL),local-community,,"2,444 members",Meetup (ethereum-dev-nl),Meetup,2026-07-02,Med,https://www.meetup.com/ethereum-dev-nl/,"Amsterdam Ethereum developer meetup, last event 'Protocol updates' @ Maven 11 on 2 Jul 2026 (47d, within window); low frequency but active.",Maven 11 (VC venue host); NFT Playground
Amsterdam,AIC: Amsterdam International Community,local-community,@aicexpat,"25,494 Meetup members",Meetup (amsterdam-international-community). Second source IG @aicexpat.,Meetup,2026-08-25,High,https://www.meetup.com/amsterdam-international-community/,"Large, highly active Amsterdam expat community (multiple events per week through late Aug). HANDLE CORRECTED: input @Aloha was the Hawaii-themed venue where AIC hosts an event, not the community; real handle @aicexpat.",Breugem Brewery; Amsterdam Comedy Club; The College Hotel; Aloha (venue)
Amsterdam,The Amsterdam Expat Meetup Group,local-community,,"35,964 members",Meetup (amsterdam-expat),Meetup,2026-09-01,High,https://www.meetup.com/amsterdam-expat/,"Largest Amsterdam expat/social club, weekly events (Tuesday Sessions through Sep 1, city-sponsored monthly board-games night).",City of Amsterdam (sponsors monthly board-games night)
Amsterdam,Amsterdam Film Group,local-community,,"1,181 members",Meetup (amsterdam-film-group),Meetup,2026-08-21,High,https://www.meetup.com/amsterdam-film-group/,"Active Amsterdam cinema meetup, multiple screenings Aug 18-21 2026 across LAB111 / De Uitkijk / H'ART Museum, plus WhatsApp community.","LAB111 (venue); De Uitkijk, H'ART Museum"
Amsterdam,Amsterdam Culture Club (ACC),local-community,,"4,677 members",Meetup (amsterdam-culture-club),Meetup,2026-06-20,Low,https://www.meetup.com/amsterdam-culture-club/,"Amsterdam culture/concerts meetup, 4,677 members, but last event 20 Jun 2026 (~59d) with no upcoming events listed and small turnouts (1-7) — borderline active, monitor.",Theater De Richel (venue); Luther Museum
Amsterdam,IsBurning,local-community,@isburningamsterdam,"~23,000 IG followers","IG @isburningamsterdam (public profile, 23K) + Resident Advisor promoter page (ra.co/promoters/50894)",IG/RA,2026-08,High,https://ra.co/promoters/50894,"Amsterdam's flagship LGBTQIA+ house/techno party (since 2014), unannounced line-ups, active on IG + RA. HANDLE CORRECTED from @isburningparty to real @isburningamsterdam.",CVNT Collective; Resident Advisor
Amsterdam,EAST Techno Collective,local-community,@eastcollective_amsterdam,"5,106 IG followers",IG @eastcollective_amsterdam (ig_fresh.csv) + Resident Advisor promoter 87212 + Paradiso programme,IG,2026-08-08,High,https://www.paradiso.nl/en/program/east-collective/1749349,"Amsterdam techno collective (originated East side), weekly Thursday parties + recurring Paradiso XL editions; second-sourced via RA + Paradiso.",Paradiso (venue/co-programmer)
Amsterdam,Amsterdam Founders Club,local-community,,"1,000+ members (IG ~3,272)",amsterdamfoundersclub.com + Eventbrite organiser page,web/Eventbrite,2026-07-28,Med,https://amsterdamfoundersclub.com/events/,Private Amsterdam entrepreneurs club with monthly networking + mastermind events (e.g. Startup Founders Meetup @ Café CHA CHA 28 Jul 2026).,LaMatu Coaching Amsterdam (host)
Amsterdam,Badhus Amsterdam,local-community,@badhus_ams,"~13,000 IG followers",IG @badhus_ams (public profile) + badhus-amsterdam.nl + TikTok @badhus_ams,IG/web,2026-08,High,https://www.badhus-amsterdam.nl/,Amsterdam Noord/West social sauna + cold-plunge venue-community with booked sessions and strong IG/TikTok. HANDLE CORRECTED from @badhus.amsterdam to real @badhus_ams.,Klaproos (Noord hospitality/build partner)
Amsterdam,Amsterdam Run Club (replacement row),local-community,@amsterdam.rc,Amsterdam-based social run club (IG @amsterdam.rc),IG @amsterdam.rc + FindARunClub Amsterdam listing,IG,2026-08,Med,https://findarunclub.app/clubs/amsterdam,"Replacement local row surfaced during re-sourcing: Amsterdam Run Club (@amsterdam.rc), a general-audience Amsterdam social run club listed on FindARunClub for the city.",
Warsaw,Social Running Club,local-community,@socialrunning_club,"9,586 IG followers",Instagram (ig_fresh),IG,2026-08-06,High,https://runningcrews.com/crews/social-running-club-warsaw,"Warsaw's largest social running collective (~4500), weekly Wed 18:30 runs at Skaryszewski Park; IG active 12d ago; ON/Omi ambassadors.",ON Running (ambassadors) + Omi Athletics; ambassador of Fundacja Maraton Warszawski
Warsaw,KULT Cycling,local-community,@kult.cc,"6,541 IG followers",Instagram (ig_fresh),IG,2026-06-24,High,https://www.strava.com/clubs/kultcc,Warsaw cycling shop/cafe (Belwederska 44) running weekly group rides published on its Strava club; IG active within 60d.,"Isadore, Fingerscrossed, Sweet Protection, Alba Optics, UUA Velosport"
Warsaw,adidas Runners Warsaw,local-community,@runnersofwarsaw,"8,201 IG followers",Instagram (ig_fresh),IG,2026-08-17,High,https://www.strava.com/clubs/270252,"Official adidas Runners WARSAW local chapter (not a personal profile; global adidas is @adidasrunners 933k). Bio 'all runners welcome, join our free trainings'; local Strava club; IG active 1d ago. Brand-owned but genuinely local chapter with free weekly trainings.",adidas (owner)
Warsaw,Founders Running Club Warsaw,local-community,@foundersrc (GLOBAL brand handle),454 Meetup members (LOCAL),Meetup (founders-running-club-warsaw),Meetup,2026-08-15,Med,https://www.meetup.com/founders-running-club-warsaw/,"CORRECTION: the local Warsaw chapter is ALIVE (not dead) - weekly Sat 9:30 runs at Klubokawiarnia Kolonia (past Aug 8/15, upcoming Aug 22/29, Sep 5/12), local organizer Tim Tkachenko. Audience corrected from 20,265 GLOBAL IG (@foundersrc = 50k+/65 cities) to the LOCAL 454 Meetup count.",Klubokawiarnia Kolonia (recurring venue)
Warsaw,Warsaw.AI,local-community,,AI-specialist meetup + Warsaw.AI News newsletter (local),warsaw.ai + Substack,Web/meetup,2026-07-02,Med,https://warsaw.ai/,"Active Warsaw AI-specialist meetup at Allegro Fabryka Norblina, recurring events + newsletter; Allegro Tech strategic partner, supported by Vecten (Jul 2026).","Allegro Tech (strategic partner), IDEAS NCBR, Vecten; org Fundacja Quantum AI"
Warsaw,Mindstone Warsaw AI Community,local-community,,690 Meetup members,Meetup (mindstone-warsaw-ai-community),Meetup,2026-06-17,High,https://www.meetup.com/mindstone-warsaw-ai-community/,"Monthly Warsaw AI meetup at Swietlica Wolnosci; past June 17 (62 attendees), next Sep 24 2026; genuine local chapter of Mindstone network.",Mindstone (host) + venue partners
Warsaw,AI Tinkerers Poland (Warsaw hub),local-community,,~130-336 RSVP per Warsaw event,poland.aitinkerers.org (per-event RSVP),Web/meetup,2026-06-24,Med,https://poland.aitinkerers.org/,"Screened AI-builder meetup with Warsaw as primary hub (#7 Mar, #8 Jun 2026, GTM Jun 24 - all Warsaw); 13 events/12mo. Poland-wide network but Warsaw-anchored; audience is per-event Warsaw RSVP not the 123k global.","Cognee, Wonderful, JustJoinIT, PostHog, JetBrains (event sponsors)"
Warsaw,Tech Startups in the Pub - Warsaw,local-community,,"~38 attendees/Warsaw event (group total 6,585 is MULTI-CITY, not local)",Meetup event page (Warsaw edition attendee count),Meetup,2026-08-20,Med,https://www.meetup.com/tech-startups-in-the-pub-relaxed-networking/events/315947819/,"Real recurring Warsaw edition (British Bulldog Pub, hosts Volodymyr & Radoslaw), Aug 20 2026 ~38 attendees. NOTE: 6,585 members = London/Lagos/Milan/Warsaw multi-city total, NOT local; use Warsaw event size.",British Bulldog Pub (venue)
Warsaw,Warsaw Makers & Founders,local-community,,912 Meetup members,Meetup (warsaw-makers-and-founders),Meetup,2026-08-18,High,https://www.meetup.com/warsaw-makers-and-founders/,"Warsaw-based builders/founders group, biweekly 'Tech and Beers' at UWAGA PIWO (past Aug 4/18, upcoming Sep 1/15/29 2026); Super Organizer Michal Gawrys.",UWAGA PIWO (recurring venue)
Warsaw,Startup Grind Warsaw,local-community,,"3,243 SG chapter members",startupgrind.com/warsaw (chapter page),Web/event,2026-08-01,High,https://www.startupgrind.com/warsaw/,"Warsaw chapter (Chapter Director Ahmad Piraiee), monthly Open Pitch Sessions (Apr/Jul/Aug 2026); Google-for-Startups powered global brand but genuine local chapter with own member count.",Google for Startups (SG is Google-powered)
Warsaw,Venture Cafe Warsaw (Thursday Gathering),local-community,,"7,883 FB likes (Warsaw foundation)",Facebook (Venture Cafe Warsaw),Web/event,2026-08-27,High,https://community.venturecafewarsaw.org/,"Warsaw innovation-networking foundation; bi-weekly Thursday Gathering (TG#262 Aug 13, TG#263 Aug 27 2026); local foundation (Michal Szaniewski + ambassadors).",OVHcloud (startup program) + corporate partners
Warsaw,Warsaw Creative Club,local-community,Luma calendar (Elliott Chapman),~50-70 seats/event (Sold Out),Luma (Warsaw Creative Club calendar),Luma,2026-08-30,High,https://lu.ma/warsawcreativeclub,"Warsaw culture/experience community; multiple upcoming dated events (Aug 20 Secret Film Club, Aug 22 Picnic, Aug 30 Listening Session), mostly Sold Out; organizer Elliott Chapman.",The Social Praga; Mindspace Koszyki; Smolna 13; New Praga; Piekna 54 (venues)
Warsaw,CreativeTech Poland,local-community,Luma (usr-CSVTgujKX2gpgZH),165+ RSVP,Luma (CreativeTech Poland),Luma,2026-08-19,Med,https://luma.com/user/usr-CSVTgujKX2gpgZH,"Warsaw creative-tech meetup (programming/design/AI/ML), Meetup_03 @ Przeswit Aug 19 2026; free, women-in-tech series; organizer Agnieszka Cichocka.","Przeswit (venue), women-in-tech series"
Warsaw,Meet & Speak - Warsaw Social & Language Exchange,local-community,,"2,096 Meetup members",Meetup (meet-speak-warsaw-social-language-exchange),Meetup,2026-08-19,High,https://www.meetup.com/meet-speak-warsaw-social-language-exchange/,"Very active Warsaw international community, 5+ free events/week (language tables Mon-Wed, quizzes, boat party Aug 22), 4.8 rating; Super Organizer Pablo. (Input row 'Warsaw Social + Language Exchange' resolves here.)","Ginnery Gin, Pardon To Tu, Macondo, Poludnik Zero, a&o Hotel (venues); Blue Rose (boat party co-host)"
Warsaw,InterNations Warsaw,local-community,,"25,164 members in Warsaw",internations.org (Warsaw chapter page),Web/event,2026-08-28,High,https://www.internations.org/warsaw-expats/,"Warsaw expat chapter, 19 monthly events + 21 groups + 32 hosts; dated events Aug 21/23/28, Sep 24 2026; local member count is Warsaw-specific.","Ginnery Gin, restaurant/bar venue partners"
Warsaw,Warsaw Board Game Hub,local-community,,"2,178 Meetup members",Meetup (warsaw-board-game-hub),Meetup,2026-08-06,High,https://www.meetup.com/warsaw-board-game-hub/,"REPLACEMENT. Warsaw board-game community, recurring Saturday Board Games at Dom Kultury Kadr (past Aug 6, upcoming Aug 22/Sep 26/Oct 24/Nov 28 2026), 4.9 rating; Super Organizer Maarten Raaijmakers.",Dom Kultury Kadr; H.4.0.S (venues)
Warsaw,Superteam Poland,local-community,,559 Meetup members,Meetup (superteam-poland),Meetup,2026-08-20,Med,https://www.meetup.com/superteam-poland/,REPLACEMENT. Warsaw-based Solana/Web3 builder community; NextGen Founders Meetup Warszawa Aug 20 2026 (65 attendees) at JUST JOIN IT; Poland-wide but Warsaw home base.,"JUST JOIN IT (venue), Solana ecosystem sponsors"
Warsaw,Blue Rose Event by Cristobal,local-community,@bluerosevent,"3,770 Meetup members",Meetup (blue-rose-event),Meetup,2026-08-14,High,https://www.meetup.com/blue-rose-event/,"REPLACEMENT. Warsaw weekly Friday social/creative community (chess, tarot, painting, languages) at Rozdroze 1974 (past Aug 7/14, upcoming Aug 21/28, Sep 4 2026); 93 countries; Super Organizer Cristobal Kubejko.","Meet & Speak (boat party co-host); Rozdroze 1974, Klub Spatif (venues)"
Warsaw,20s 30s International Social & Activities,local-community,,"2,159 Meetup members",Meetup (20s-30s-international-social-activities),Meetup,2026-08-15,High,https://www.meetup.com/20s-30s-international-social-activities/,"REPLACEMENT. Warsaw international social/language-exchange meetup, weekly Sat 19:30 at UWAGA PIWO (past Aug 8/15, upcoming Aug 22/29, Sep 5/12 2026); organizer matias.",UWAGA PIWO (recurring venue)
Warsaw,Practical Philosophy Club - Warsaw,local-community,https://www.meetup.com/practical-philosophy-club-warsaw/,658 members,Meetup member count,upcoming,2026-08-25,High,https://www.meetup.com/practical-philosophy-club-warsaw/,"Real Warsaw chapter (weekly @ Poludnik Zero, Wilcza 25); 658 members, upcoming Aug 25. Link corrected from the Vancouver global page.",Poludnik Zero (recurring venue)
Tallinn,Tallinn Coffee and Tea Socials Meetup Group,local-community,https://www.meetup.com/tallinn-coffee-and-tea-socials-meetup-group/,"1,648 members",Meetup member count,upcoming,2026-08-22,High,https://www.meetup.com/tallinn-coffee-and-tea-socials-meetup-group/,"Local Tallinn cafe social (173 past events, weekly); upcoming Aug 22. Replaces Vibe Code Atelier.",
Tallinn,Tallinn Global Afterwork,local-community,https://www.meetup.com/tallinn-global-afterwork/,544 members,Meetup member count,upcoming,2026-08-21,High,https://www.meetup.com/tallinn-global-afterwork/,Local Tallinn international afterwork @ Ruddy Baar; upcoming Aug 21. Replaces TallinnJS.,
Tallinn,Estonian nature trails,local-community,https://www.meetup.com/estonian-nature-trails/,368 members,Meetup member count,past,2026-08-16,High,https://www.meetup.com/estonian-nature-trails/,Local weekly hiking group from Tallinn; event Aug 16. Replaces HALL Tallinn (venue).,
Barcelona,Barcelona Casual Runners,local-community,Meetup barcelona-casual-runners,"8,663 Meetup members",Meetup,Meetup,2026-08-24,High,https://www.meetup.com/barcelona-casual-runners/,"Long-running Barcelona social run community (Stuart Gear Super Organizer, +33 organizers), 10K runs Mon Montjuïc + Tue Ciutadella; 104 upcoming events, next Aug 24/25, last event Aug 18; drinks at the bar after every run","La Querida bar (weekly host venue); local press features (Time Out, BCN Metropolitan)"
Barcelona,RCB - Running Club Barcelona (Running & Wellness Community),local-community,@runningclub_bcn,"~12,000 IG followers (2nd src: 1,361 Strava members)",IG (WebSearch snippet); Strava 2nd source,web,2026-08-19,High,https://www.strava.com/clubs/RCBCN,"Barcelona run+wellness community, weekly runs Mon (pm) at @seayoubarcelona + Sat (am); Strava club 'weekly runs Mon/Sat' live; IG bio explicitly 'open to collaboration, DM' and collabs with cafés/restaurants/wellness spaces","SeaYou Barcelona (run start), cafeterías/restaurants/wellness spaces; Barcelona Half Marathon x RCB (Luma)"
Barcelona,Beer Runners Barcelona,local-community,@beerrunners_bcn,"3,338 IG followers",IG (WebSearch snippet),IG,2026-08-01,Med,https://www.instagram.com/beerrunners_bcn/,"Barcelona 'Social-Running and Walkers' community (738 posts), runs + beer social; active IG with 2026 event posts (24hores, MareaNaranja); local run community, not a global chapter",Marea Naranja / 24 Hores races; beerrunners.es network
Barcelona,Good Soles Run Club Barcelona,local-community,@goodsolesrunclub,"4,660 IG followers",IG (WebSearch snippet),IG,2026-08-14,Med,https://www.instagram.com/goodsolesrunclub/,"Barcelona social run club since 2023, weekly 5K social runs (meet 09:30 Villarroel 71, coffee after), pace groups for all abilities; actively runs brand/venue collabs via Luma",Move Club x Good Soles (Eventbrite); Good Soles x LeMURia (Luma)
